"Story","Title","Result","Date","Stability","Duration (s)"
"Visualización y selección de productos de una categoría","Ver productos de la categoría ""Agradecimientos""","FAILURE","2024-11-01T13:30:14.5608975-05:00[America/Bogota]","0.0","47.61"
