"Story","Title","Result","Date","Stability","Duration (s)"
"Visualización y selección de productos de una categoría","Ver productos de la categoría Agradecimientos","ERROR","2024-11-01T18:03:21.999156-05:00[America/Bogota]","0.0","136.99"
