"Story","Title","Result","Date","Stability","Duration (s)"
"Visualización y selección de productos de una categoría","Ver productos de la categoría Agradecimientos","FAILURE","2024-11-01T18:01:31.2071068-05:00[America/Bogota]","0.0","66.36"
